"","table_no","p_value","exp_nurse_p","exp_nurse_a","exp_bare_p","exp_bare_a","res_nurse_p","res_nurse_a","res_bare_p","res_bare_a","site_ID","ID","graz","aridity","species","nurse_p","nurse_a","bare_p","bare_a","association"
"1519",1519,0.676922239021379,3,3,72,72,0.577350269189626,-0.577350269189626,-0.117851130197758,0.117851130197758,"77","249","0","0.8828","Tetragonia spicata",4,71,2,73,"too_rare"
"1520",1520,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"77","249","0","0.8828","Augea capensis",0,75,1,74,"too_rare"
"1521",1521,0.243443186193133,1.5,1.5,73.5,73.5,1.22474487139159,-1.22474487139159,-0.174963553055941,0.174963553055941,"77","249","0","0.8828","Drimia intricata",3,72,0,75,"too_rare"
"1522",1522,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"77","249","0","0.8828","Pteronia empetrifolia",0,75,1,74,"too_rare"
"1523",1523,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"77","249","0","0.8828","Euphorbia caterviflora",1,74,0,75,"too_rare"
"1524",1524,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"77","249","0","0.8828","Malephora lutea",1,74,0,75,"too_rare"
"1525",1525,0.00115378721031653,21.5,21.5,53.5,53.5,-2.04882269086533,2.04882269086533,1.29881326134686,-1.29881326134686,"78","250","3","0.8508","Enneapogon scaber",12,63,31,44,"bare"
"1526",1526,1,2,2,73,73,0,0,0,0,"78","250","3","0.8508","Drosanthemum praecultum",2,73,2,73,"too_rare"
"1527",1527,0.0221956054916638,36.5,36.5,38.5,38.5,1.24140883290355,-1.24140883290355,-1.20873444603807,1.20873444603807,"78","250","3","0.8508","Aristida congesta",44,31,29,46,"nurse"
"1528",1528,0.476546211785049,1,1,74,74,-1,1,0.116247638743819,-0.116247638743819,"78","250","3","0.8508","Rosenia humilis",0,75,2,73,"too_rare"
"1529",1529,1,6.5,6.5,68.5,68.5,-0.196116135138184,0.196116135138184,0.0604122093330177,-0.0604122093330177,"78","250","3","0.8508","Monsonia crassicaulis",6,69,7,68,"neutral"
"1530",1530,1,2.5,2.5,72.5,72.5,0.316227766016838,-0.316227766016838,-0.0587220219514703,0.0587220219514703,"78","250","3","0.8508","Lycium cinereum",3,72,2,73,"too_rare"
"1531",1531,0.36297143233983,2.5,2.5,72.5,72.5,-0.948683298050514,0.948683298050514,0.176166065854411,-0.176166065854411,"78","250","3","0.8508","Hermannia cuneifolia",1,74,4,71,"too_rare"
"1532",1532,0.0284597369163105,12.5,12.5,62.5,62.5,-1.5556349186104,1.5556349186104,0.695701085237043,-0.695701085237043,"78","250","3","0.8508","Ruschia spinosa",7,68,18,57,"bare"
"1533",1533,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","250","3","0.8508","Eriocephalus ericoides",1,74,0,75,"too_rare"
"1534",1534,0.0692353462496247,4,4,71,71,1.5,-1.5,-0.356034497458156,0.356034497458156,"78","250","3","0.8508","Trichodiadema sp.",7,68,1,74,"too_rare"
"1535",1535,0.6792344449663,14.5,14.5,60.5,60.5,-0.393919298579168,0.393919298579168,0.192847303959968,-0.192847303959968,"78","250","3","0.8508","Pentzia incana",13,62,16,59,"neutral"
"1536",1536,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"78","250","3","0.8508","Bulb sp1",2,73,0,75,"too_rare"
"1537",1537,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"78","250","3","0.8508","Anacampseros arachnoides",0,75,1,74,"too_rare"
"1538",1538,1,1,1,74,74,0,0,0,0,"78","250","3","0.8508","Blepharis capensis",1,74,1,74,"too_rare"
"1539",1539,0.743420697695252,5,5,70,70,-0.447213595499958,0.447213595499958,0.119522860933439,-0.119522860933439,"78","250","3","0.8508","Selago pulchra",4,71,6,69,"neutral"
"1540",1540,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","250","3","0.8508","Eriospermum paradoxum",1,74,0,75,"too_rare"
"1541",1541,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","250","3","0.8508","Limeum aethiopicum",1,74,0,75,"too_rare"
"1542",1542,0.0201990923207849,3.5,3.5,71.5,71.5,1.87082869338697,-1.87082869338697,-0.413918677192358,0.413918677192358,"78","250","3","0.8508","Euphorbia ferox",7,68,0,75,"too_rare"
"1543",1543,0.121521372097114,3.5,3.5,71.5,71.5,1.33630620956212,-1.33630620956212,-0.295656197994541,0.295656197994541,"78","250","3","0.8508","Trichodiadema setuliferum",6,69,1,74,"too_rare"
"1544",1544,0.476546211785049,1,1,74,74,-1,1,0.116247638743819,-0.116247638743819,"78","250","3","0.8508","Tribulus terrestris",0,75,2,73,"too_rare"
"1545",1545,0.06884504460752,2.5,2.5,72.5,72.5,1.58113883008419,-1.58113883008419,-0.293610109757352,0.293610109757352,"78","250","3","0.8508","Drosanthemum lique",5,70,0,75,"too_rare"
"1546",1546,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"78","250","3","0.8508","Helichrysum zeyheri",0,75,1,74,"too_rare"
"1547",1547,0.0692353462496247,4,4,71,71,1.5,-1.5,-0.356034497458156,0.356034497458156,"78","250","3","0.8508","Senecio radicans",7,68,1,74,"too_rare"
"1548",1548,0.476546211785049,1,1,74,74,-1,1,0.116247638743819,-0.116247638743819,"78","250","3","0.8508","Crassula corallina",0,75,2,73,"too_rare"
"1549",1549,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","250","3","0.8508","Asparagus mucronatus",1,74,0,75,"too_rare"
"1550",1550,1,1,1,74,74,0,0,0,0,"78","250","3","0.8508","Aristida diffusa",1,74,1,74,"too_rare"
"1551",1551,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"78","250","3","0.8508","Cynodon incompletus",0,75,1,74,"too_rare"
"1552",1552,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"78","250","3","0.8508","Phymaspermum parvifolium",0,75,1,74,"too_rare"
"1553",1553,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","250","3","0.8508","Crassula capitella",1,74,0,75,"too_rare"
"1554",1554,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","250","3","0.8508","Asparagus striatus",1,74,0,75,"too_rare"
"1555",1555,1,1,1,74,74,0,0,0,0,"78","250","3","0.8508","Thesium hystrix",1,74,1,74,"too_rare"
"1556",1556,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","250","3","0.8508","Duvalia caespitosa",1,74,0,75,"too_rare"
"1557",1557,0.133614402537715,30,30,45,45,0.912870929175277,-0.912870929175277,-0.74535599249993,0.74535599249993,"78","251","2","0.8508","Aristida diffusa",35,40,25,50,"neutral"
"1558",1558,0.00199201576800056,54,54,21,21,-1.22474487139159,1.22474487139159,1.96396101212393,-1.96396101212393,"78","251","2","0.8508","Aristida congesta",45,30,63,12,"bare"
"1559",1559,1,11.5,11.5,63.5,63.5,-0.147441956154897,0.147441956154897,0.0627455805138159,-0.0627455805138159,"78","251","2","0.8508","Lycium cinereum",11,64,12,63,"neutral"
"1560",1560,0.000520244347590231,15,15,60,60,2.32379000772445,-2.32379000772445,-1.16189500386223,1.16189500386223,"78","251","2","0.8508","Drosanthemum praecultum",24,51,6,69,"nurse"
"1561",1561,0.211299547333711,3,3,72,72,1.15470053837925,-1.15470053837925,-0.235702260395516,0.235702260395516,"78","251","2","0.8508","Blepharis capensis",5,70,1,74,"too_rare"
"1562",1562,0.000986511117234178,10.5,10.5,64.5,64.5,2.31455024943138,-2.31455024943138,-0.933859209547035,0.933859209547035,"78","251","2","0.8508","Drosanthemum lique",18,57,3,72,"nurse"
"1563",1563,9.15483444566569e-06,15.5,15.5,59.5,59.5,-2.92100292100438,2.92100292100438,1.49086856416998,-1.49086856416998,"78","251","2","0.8508","Enneapogon scaber",4,71,27,48,"bare"
"1564",1564,0.00321973269092177,5,5,70,70,2.23606797749979,-2.23606797749979,-0.597614304667197,0.597614304667197,"78","251","2","0.8508","Othonna sedifolia",10,65,0,75,"nurse"
"1565",1565,0.00311400931996076,41.5,41.5,33.5,33.5,1.47468599884203,-1.47468599884203,-1.64135000860458,1.64135000860458,"78","251","2","0.8508","Ruschia spinosa",51,24,32,43,"nurse"
"1566",1566,1,1.5,1.5,73.5,73.5,-0.408248290463863,0.408248290463863,0.0583211843519804,-0.0583211843519804,"78","251","2","0.8508","Asparagus mucronatus",1,74,2,73,"too_rare"
"1567",1567,0.326109452020489,5,5,70,70,0.894427190999916,-0.894427190999916,-0.239045721866879,0.239045721866879,"78","251","2","0.8508","Crassula muscosa",7,68,3,72,"neutral"
"1568",1568,0.0202497991418933,6.5,6.5,68.5,68.5,1.76504521624366,-1.76504521624366,-0.543709883997159,0.543709883997159,"78","251","2","0.8508","Senecio radicans",11,64,2,73,"nurse"
"1569",1569,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"78","251","2","0.8508","Trichodiadema setuliferum",2,73,0,75,"too_rare"
"1570",1570,1,6,6,69,69,0,0,0,0,"78","251","2","0.8508","Monsonia crassicaulis",6,69,6,69,"neutral"
"1571",1571,0.00125380563954707,15.5,15.5,59.5,59.5,2.15900215900324,-2.15900215900324,-1.10194633003868,1.10194633003868,"78","251","2","0.8508","Trichodiadema sp.",24,51,7,68,"nurse"
"1572",1572,0.476546211785049,1,1,74,74,-1,1,0.116247638743819,-0.116247638743819,"78","251","2","0.8508","Hypertelis bowkeriana",0,75,2,73,"too_rare"
"1573",1573,1,3,3,72,72,0,0,0,0,"78","251","2","0.8508","Indigofera sessilifolia",3,72,3,72,"too_rare"
"1574",1574,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"78","251","2","0.8508","Senecio acutifolius",2,73,0,75,"too_rare"
"1575",1575,0.0391275953556878,4.5,4.5,70.5,70.5,1.64991582276861,-1.64991582276861,-0.41684393392279,0.41684393392279,"78","251","2","0.8508","Euphorbia ferox",8,67,1,74,"too_rare"
"1576",1576,0.06884504460752,2.5,2.5,72.5,72.5,-1.58113883008419,1.58113883008419,0.293610109757352,-0.293610109757352,"78","251","2","0.8508","Hermannia cuneifolia",0,75,5,70,"too_rare"
"1577",1577,8.07771327582133e-05,16.5,16.5,58.5,58.5,2.58492131056599,-2.58492131056599,-1.37281294596729,1.37281294596729,"78","251","2","0.8508","Bulbine frutescens",27,48,6,69,"nurse"
"1578",1578,0.0109706185058248,4,4,71,71,2,-2,-0.474712663277541,0.474712663277541,"78","251","2","0.8508","Anacampseros arachnoides",8,67,0,75,"too_rare"
"1579",1579,0.438806815987549,3.5,3.5,71.5,71.5,-0.801783725737273,0.801783725737273,0.177393718796725,-0.177393718796725,"78","251","2","0.8508","Rosenia humilis",2,73,5,70,"too_rare"
"1580",1580,1,1.5,1.5,73.5,73.5,0.408248290463863,-0.408248290463863,-0.0583211843519804,0.0583211843519804,"78","251","2","0.8508","Crassula capitella",2,73,1,74,"too_rare"
"1581",1581,1,5,5,70,70,0,0,0,0,"78","251","2","0.8508","Pentzia incana",5,70,5,70,"neutral"
"1582",1582,0.00321973269092177,5,5,70,70,2.23606797749979,-2.23606797749979,-0.597614304667197,0.597614304667197,"78","251","2","0.8508","Crassula tetragona",10,65,0,75,"nurse"
"1583",1583,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"78","251","2","0.8508","Felicia hirsuta",2,73,0,75,"too_rare"
"1584",1584,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"78","251","2","0.8508","Asparagus capensis",0,75,1,74,"too_rare"
"1585",1585,0.612293027457368,2,2,73,73,0.707106781186547,-0.707106781186547,-0.117041147196131,0.117041147196131,"78","251","2","0.8508","Chrysocoma ciliata",3,72,1,74,"too_rare"
"1586",1586,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"78","251","2","0.8508","Euphorbia caterviflora",0,75,1,74,"too_rare"
"1587",1587,0.476546211785049,1,1,74,74,-1,1,0.116247638743819,-0.116247638743819,"78","251","2","0.8508","Selago pulchra",0,75,2,73,"too_rare"
"1588",1588,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"78","251","2","0.8508","Limeum aethiopicum",0,75,1,74,"too_rare"
"1589",1589,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"78","251","2","0.8508","Thesium hystrix",0,75,1,74,"too_rare"
"1590",1590,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","251","2","0.8508","Bulb sp1",1,74,0,75,"too_rare"
"1591",1591,1,1,1,74,74,0,0,0,0,"78","251","2","0.8508","Eriocephalus ericoides",1,74,1,74,"too_rare"
"1592",1592,0.252956875938909,38,38,37,37,-0.64888568452305,0.64888568452305,0.657595949221429,-0.657595949221429,"78","252","0","0.8542","Aristida congesta",34,41,42,33,"neutral"
"1593",1593,0.160496928825705,7,7,68,68,1.13389341902768,-1.13389341902768,-0.363803437554499,0.363803437554499,"78","252","0","0.8542","Pentzia incana",10,65,4,71,"neutral"
"1594",1594,0.000314706646956682,10,10,65,65,2.5298221281347,-2.5298221281347,-0.992277876713668,0.992277876713668,"78","252","0","0.8542","Senecio radicans",18,57,2,73,"nurse"
"1595",1595,0.00796348920654999,15,15,60,60,-1.80739222823013,1.80739222823013,0.903696114115064,-0.903696114115064,"78","252","0","0.8542","Enneapogon scaber",8,67,22,53,"bare"
"1596",1596,0.106186055479158,11,11,64,64,1.20604537831105,-1.20604537831105,-0.5,0.5,"78","252","0","0.8542","Crassula muscosa",15,60,7,68,"neutral"
"1597",1597,1,2,2,73,73,0,0,0,0,"78","252","0","0.8542","Barleria rigida",2,73,2,73,"too_rare"
"1598",1598,1,5.5,5.5,69.5,69.5,0.21320071635561,-0.21320071635561,-0.0599760143904067,0.0599760143904067,"78","252","0","0.8542","Lycium cinereum",6,69,5,70,"neutral"
"1599",1599,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"78","252","0","0.8542","Monsonia crassicaulis",2,73,0,75,"too_rare"
"1600",1600,0.0372208503797727,3,3,72,72,1.73205080756888,-1.73205080756888,-0.353553390593274,0.353553390593274,"78","252","0","0.8542","Rosenia humilis",6,69,0,75,"too_rare"
"1601",1601,0.853513577574216,20,20,55,55,0.223606797749979,-0.223606797749979,-0.134839972492648,0.134839972492648,"78","252","0","0.8542","Trichodiadema sp.",21,54,19,56,"neutral"
"1602",1602,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","252","0","0.8542","Aristida diffusa",1,74,0,75,"too_rare"
"1603",1603,0.36297143233983,2.5,2.5,72.5,72.5,-0.948683298050514,0.948683298050514,0.176166065854411,-0.176166065854411,"78","252","0","0.8542","Ruschia spinosa",1,74,4,71,"too_rare"
"1604",1604,0.36297143233983,2.5,2.5,72.5,72.5,0.948683298050514,-0.948683298050514,-0.176166065854411,0.176166065854411,"78","252","0","0.8542","Drosanthemum lique",4,71,1,74,"too_rare"
"1605",1605,1,1,1,74,74,0,0,0,0,"78","252","0","0.8542","Trichodiadema setuliferum",1,74,1,74,"too_rare"
"1606",1606,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"78","252","0","0.8542","Euphorbia caterviflora",2,73,0,75,"too_rare"
"1607",1607,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","252","0","0.8542","Senecio acutifolius",1,74,0,75,"too_rare"
"1608",1608,0.06884504460752,2.5,2.5,72.5,72.5,1.58113883008419,-1.58113883008419,-0.293610109757352,0.293610109757352,"78","252","0","0.8542","Drosanthemum praecultum",5,70,0,75,"too_rare"
"1609",1609,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"78","252","0","0.8542","Hypertelis bowkeriana",0,75,1,74,"too_rare"
"1610",1610,1,1,1,74,74,0,0,0,0,"78","252","0","0.8542","Eragrostis obtusa",1,74,1,74,"too_rare"
"1611",1611,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","252","0","0.8542","Indigofera sessilifolia",1,74,0,75,"too_rare"
"1612",1612,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"78","252","0","0.8542","Thesium hystrix",0,75,1,74,"too_rare"
"1613",1613,1,1,1,74,74,0,0,0,0,"78","252","0","0.8542","Limeum aethiopicum",1,74,1,74,"too_rare"
"1614",1614,1,1.5,1.5,73.5,73.5,-0.408248290463863,0.408248290463863,0.0583211843519804,-0.0583211843519804,"78","252","0","0.8542","Blepharis capensis",1,74,2,73,"too_rare"
"1615",1615,0.211299547333711,3,3,72,72,-1.15470053837925,1.15470053837925,0.235702260395516,-0.235702260395516,"78","252","0","0.8542","Eragrostis lehmanniana",1,74,5,70,"too_rare"
"1616",1616,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"78","252","0","0.8542","Lotononis sp2",1,74,0,75,"too_rare"
"1617",1617,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"78","252","0","0.8542","Geigeria ornativa",0,75,1,74,"too_rare"
"1618",1618,0.00509728879300395,37,37,6,6,-0.821994936526786,0.821994936526786,2.04124145231932,-2.04124145231932,"84","272","3","0.7498","Plantago albicans",32,11,42,1,"bare"
"1619",1619,0.185057177969701,9,9,34,34,-1,1,0.514495755427526,-0.514495755427526,"84","272","3","0.7498","Helianthemum hirtum",6,37,12,31,"neutral"
"1620",1620,0.352683312388006,13.5,13.5,29.5,29.5,0.680413817439772,-0.680413817439772,-0.460287308949162,0.460287308949162,"84","272","3","0.7498","Stipa barbata",16,27,11,32,"neutral"
"1621",1621,0.00140652746055994,14.5,14.5,28.5,28.5,-1.96959649289584,1.96959649289584,1.40487871737254,-1.40487871737254,"84","272","3","0.7498","Matthiola fruticulosa",7,36,22,21,"bare"
"1622",1622,0.470772888245174,12,12,31,31,-0.577350269189626,0.577350269189626,0.35921060405355,-0.35921060405355,"84","272","3","0.7498","Linum suffruticosum",10,33,14,29,"neutral"
"1623",1623,0.569807504071974,7.5,7.5,35.5,35.5,-0.547722557505166,0.547722557505166,0.251754407489007,-0.251754407489007,"84","272","3","0.7498","Teucrium gnaphalodes",6,37,9,34,"neutral"
"1624",1624,0.710457403289369,4,4,39,39,-0.5,0.5,0.160128153805087,-0.160128153805087,"84","272","3","0.7498","Helianthemum asperum",3,40,5,38,"too_rare"
"1625",1625,1,0.5,0.5,42.5,42.5,-0.707106781186547,0.707106781186547,0.076696498884737,-0.076696498884737,"84","272","3","0.7498","Coronilla minima",0,43,1,42,"too_rare"
"1626",1626,1,0.5,0.5,42.5,42.5,-0.707106781186547,0.707106781186547,0.076696498884737,-0.076696498884737,"84","272","3","0.7498","Helianthemum rotundifolium",0,43,1,42,"too_rare"
"1627",1627,0.481089531230095,4.5,4.5,38.5,38.5,0.707106781186548,-0.707106781186548,-0.241746889207614,0.241746889207614,"84","272","3","0.7498","Astragalus incanus",6,37,3,40,"too_rare"
"1628",1628,0.474315459769638,1,1,42,42,-1,1,0.154303349962092,-0.154303349962092,"84","272","3","0.7498","Helianthemum squamatum",0,43,2,41,"too_rare"
"1629",1629,0.315368386052648,10.5,10.5,32.5,32.5,-0.771516749810459,0.771516749810459,0.438529009653515,-0.438529009653515,"84","272","3","0.7498","Stipa tenacissima",8,35,13,30,"neutral"
"1630",1630,1,0.5,0.5,42.5,42.5,-0.707106781186547,0.707106781186547,0.076696498884737,-0.076696498884737,"84","272","3","0.7498","Erodium",0,43,1,42,"too_rare"
"1631",1631,1,0.5,0.5,42.5,42.5,0.707106781186547,-0.707106781186547,-0.076696498884737,0.076696498884737,"84","272","3","0.7498","Stipa parviflora",1,42,0,43,"too_rare"
"1632",1632,0.114699494118323,3.5,3.5,39.5,39.5,1.33630620956212,-1.33630620956212,-0.397778642087865,0.397778642087865,"84","272","3","0.7498","Phlomis lychnitis",6,37,1,42,"too_rare"
"1633",1633,1,0.5,0.5,42.5,42.5,-0.707106781186547,0.707106781186547,0.076696498884737,-0.076696498884737,"84","272","3","0.7498","Helianthemum small",0,43,1,42,"too_rare"
"1634",1634,0.24989481806746,14,14,29,29,0.801783725737273,-0.801783725737273,-0.557086014531156,0.557086014531156,"84","272","3","0.7498","Teucrium capitatum",17,26,11,32,"neutral"
"1635",1635,1,0.5,0.5,42.5,42.5,0.707106781186547,-0.707106781186547,-0.076696498884737,0.076696498884737,"84","272","3","0.7498","Helianthemum",1,42,0,43,"too_rare"
"1636",1636,1,0.5,0.5,42.5,42.5,0.707106781186547,-0.707106781186547,-0.076696498884737,0.076696498884737,"84","272","3","0.7498","Dactilis",1,42,0,43,"too_rare"
"1637",1637,0.474315459769638,1,1,42,42,1,-1,-0.154303349962092,0.154303349962092,"84","272","3","0.7498","Hedysarum boveanum",2,41,0,43,"too_rare"
"1638",1638,0.608616071653709,2,2,41,41,-0.707106781186547,0.707106781186547,0.156173761888606,-0.156173761888606,"84","272","3","0.7498","Thymus zygis",1,42,3,40,"too_rare"
"1639",1639,1,4,4,24,24,0,0,0,0,"84","273","2","0.7485","Stipa tenacissima",4,24,4,24,"too_rare"
"1640",1640,0.0903733873920022,18.5,18.5,9.5,9.5,-0.813733471206735,0.813733471206735,1.13554994791534,-1.13554994791534,"84","273","2","0.7485","Matthiola fruticulosa",15,13,22,6,"neutral"
"1641",1641,1,1,1,27,27,0,0,0,0,"84","273","2","0.7485","Helianthemum small",1,27,1,27,"too_rare"
"1642",1642,0.0607075391567216,13,13,15,15,-1.10940039245046,1.10940039245046,1.03279555898864,-1.03279555898864,"84","273","2","0.7485","Thymus zygis",9,19,17,11,"neutral"
"1643",1643,0.66570552422158,3,3,25,25,0.577350269189626,-0.577350269189626,-0.2,0.2,"84","273","2","0.7485","Helianthemum asperum",4,24,2,26,"too_rare"
"1644",1644,0.580912420333197,10.5,10.5,17.5,17.5,-0.462910049886276,0.462910049886276,0.358568582800318,-0.358568582800318,"84","273","2","0.7485","Helianthemum hirtum",9,19,12,16,"neutral"
"1645",1645,1,18.5,18.5,9.5,9.5,-0.116247638743819,0.116247638743819,0.162221421130763,-0.162221421130763,"84","273","2","0.7485","Plantago albicans",18,10,19,9,"neutral"
"1646",1646,1,18.5,18.5,9.5,9.5,0.116247638743819,-0.116247638743819,-0.162221421130763,0.162221421130763,"84","273","2","0.7485","Stipa barbata",19,9,18,10,"neutral"
"1647",1647,0.0435808563926091,5.5,5.5,22.5,22.5,1.49240501448927,-1.49240501448927,-0.737864787372622,0.737864787372622,"84","273","2","0.7485","Stipa parviflora",9,19,2,26,"nurse"
"1648",1648,0.727155863669343,5,5,23,23,-0.447213595499958,0.447213595499958,0.208514414057075,-0.208514414057075,"84","273","2","0.7485","Astragalus incanus",4,24,6,22,"neutral"
"1649",1649,0.0562096678311914,4,4,24,24,1.5,-1.5,-0.612372435695795,0.612372435695795,"84","273","2","0.7485","Phlomis lychnitis",7,21,1,27,"too_rare"
"1650",1650,0.501138185324766,5.5,5.5,22.5,22.5,0.639602149066831,-0.639602149066831,-0.316227766016838,0.316227766016838,"84","273","2","0.7485","Teucrium gnaphalodes",7,21,4,24,"neutral"
"1651",1651,1,0.5,0.5,27.5,27.5,-0.707106781186547,0.707106781186547,0.0953462589245592,-0.0953462589245592,"84","273","2","0.7485","Coronilla minima",0,28,1,27,"too_rare"
"1652",1652,1,2,2,26,26,0,0,0,0,"84","273","2","0.7485","Helianthemum rotundifolium",2,26,2,26,"too_rare"
"1653",1653,0.702549405575949,4,4,24,24,0.5,-0.5,-0.204124145231932,0.204124145231932,"84","273","2","0.7485","Hedysarum boveanum",5,23,3,25,"too_rare"
"1654",1654,1,2,2,26,26,0,0,0,0,"84","273","2","0.7485","Teucrium capitatum",2,26,2,26,"too_rare"
"1655",1655,1,2,2,26,26,0,0,0,0,"84","273","2","0.7485","Erodium",2,26,2,26,"too_rare"
"1656",1656,0.791568031215484,9,9,35,35,0.333333333333333,-0.333333333333333,-0.169030850945703,0.169030850945703,"84","274","1","0.7474","Phlomis lychnitis",10,34,8,36,"neutral"
"1657",1657,0.663118597773718,17.5,17.5,26.5,26.5,0.358568582800318,-0.358568582800318,-0.291385758707179,0.291385758707179,"84","274","1","0.7474","Hedysarum boveanum",19,25,16,28,"neutral"
"1658",1658,0.351392799158589,38,38,6,6,-0.324442842261525,0.324442842261525,0.816496580927726,-0.816496580927726,"84","274","1","0.7474","Stipa barbata",36,8,40,4,"neutral"
"1659",1659,0.82206623167804,15,15,29,29,0.258198889747161,-0.258198889747161,-0.185695338177052,0.185695338177052,"84","274","1","0.7474","Thymus zygis",16,28,14,30,"neutral"
"1660",1660,1,4,4,40,40,0,0,0,0,"84","274","1","0.7474","Coronilla minima",4,40,4,40,"too_rare"
"1661",1661,1,22,22,22,22,0,0,0,0,"84","274","1","0.7474","Plantago albicans",22,22,22,22,"neutral"
"1662",1662,0.240034360058895,1.5,1.5,42.5,42.5,-1.22474487139159,1.22474487139159,0.230089496654211,-0.230089496654211,"84","274","1","0.7474","Koeleria vallesiana",0,44,3,41,"too_rare"
"1663",1663,0.240034360058895,1.5,1.5,42.5,42.5,1.22474487139159,-1.22474487139159,-0.230089496654211,0.230089496654211,"84","274","1","0.7474","Stipa parviflora",3,41,0,44,"too_rare"
"1664",1664,0.815259618059847,13,13,31,31,0.277350098112615,-0.277350098112615,-0.179605302026775,0.179605302026775,"84","274","1","0.7474","Helianthemum hirtum",14,30,12,32,"neutral"
"1665",1665,1,5.5,5.5,38.5,38.5,-0.21320071635561,0.21320071635561,0.080582296402538,-0.080582296402538,"84","274","1","0.7474","Matthiola fruticulosa",5,39,6,38,"neutral"
"1666",1666,0.474434995523743,1,1,43,43,-1,1,0.152498570332605,-0.152498570332605,"84","274","1","0.7474","Herniaria fruticosa",0,44,2,42,"too_rare"
"1667",1667,1,0.5,0.5,43.5,43.5,0.707106781186547,-0.707106781186547,-0.0758098043578903,0.0758098043578903,"84","274","1","0.7474","Stipa tenacissima",1,43,0,44,"too_rare"
"1668",1668,0.663118597773718,17.5,17.5,26.5,26.5,-0.358568582800318,0.358568582800318,0.291385758707179,-0.291385758707179,"84","274","1","0.7474","Teucrium capitatum",16,28,19,25,"neutral"
"1669",1669,0.37204260457257,15.5,15.5,28.5,28.5,-0.635000635000952,0.635000635000952,0.468292905790847,-0.468292905790847,"84","274","1","0.7474","Helianthemum small",13,31,18,26,"neutral"
"1670",1670,0.6723532315084,3,3,41,41,-0.577350269189626,0.577350269189626,0.156173761888606,-0.156173761888606,"84","274","1","0.7474","Helianthemum asperum",2,42,4,40,"too_rare"
